ファイル名,業態,市内外,組み合わせbits,組み合わせID,組み合わせ名,採用媒体数,採用媒体一覧,媒体,Shapley準拠_接触者平均,接触率,接触者数,重み付き貢献度,広告予算配分_推奨(RAW比),広告予算配分_推奨(0%下限正規化%)
1m8,ファイナンシャルプランナー（資産運営・保険・お金の相談など）,名古屋市内,110,C0006,ポスティング+フリーペーパー,2,"ポスティング,フリーペーパー",ポスティング,0.176268117,0.13869863,162,28.55543503,39.06273224,39.06273224
1m8,ファイナンシャルプランナー（資産運営・保険・お金の相談など）,名古屋市内,110,C0006,ポスティング+フリーペーパー,2,"ポスティング,フリーペーパー",フリーペーパー,0.464021292,0.082191781,96,44.54604403,60.93726776,60.93726776
1m8,ファイナンシャルプランナー（資産運営・保険・お金の相談など）,名古屋市内,111,C0007,折込+ポスティング+フリーペーパー,3,"折込,ポスティング,フリーペーパー",折込,-0.168606957,0.20119863,235,-39.62263485,-103.9324621,0
1m8,ファイナンシャルプランナー（資産運営・保険・お金の相談など）,名古屋市内,111,C0007,折込+ポスティング+フリーペーパー,3,"折込,ポスティング,フリーペーパー",ポスティング,0.200452497,0.13869863,162,32.47330458,85.17935546,41.7684142
1m8,ファイナンシャルプランナー（資産運営・保険・お金の相談など）,名古屋市内,111,C0007,折込+ポスティング+フリーペーパー,3,"折込,ポスティング,フリーペーパー",フリーペーパー,0.471591407,0.082191781,96,45.27277509,118.7531067,58.2315858
1m8,ファイナンシャルプランナー（資産運営・保険・お金の相談など）,名古屋市内,1000,C0008,web,1,web,web,0.228293916,0.233732877,273,62.32423897,100,100
1m8,ファイナンシャルプランナー（資産運営・保険・お金の相談など）,名古屋市内,1001,C0009,折込+web,2,"折込,web",折込,-0.093482906,0.20119863,235,-21.96848283,-61.69142979,0
1m8,ファイナンシャルプランナー（資産運営・保険・お金の相談など）,名古屋市内,1001,C0009,折込+web,2,"折込,web",web,0.210911171,0.233732877,273,57.57874976,161.6914298,100
1m8,ファイナンシャルプランナー（資産運営・保険・お金の相談など）,名古屋市内,1010,C0010,ポスティング+web,2,"ポスティング,web",ポスティング,0.285858855,0.13869863,162,46.30913459,38.8999106,38.8999106
1m8,ファイナンシャルプランナー（資産運営・保険・お金の相談など）,名古屋市内,1010,C0010,ポスティング+web,2,"ポスティング,web",web,0.266438672,0.233732877,273,72.73775748,61.1000894,61.1000894
1m8,ファイナンシャルプランナー（資産運営・保険・お金の相談など）,名古屋市内,1011,C0011,折込+ポスティング+web,3,"折込,ポスティング,web",折込,-0.114813576,0.20119863,235,-26.98119044,-30.06952818,0
1m8,ファイナンシャルプランナー（資産運営・保険・お金の相談など）,名古屋市内,1011,C0011,折込+ポスティング+web,3,"折込,ポスティング,web",ポスティング,0.298978633,0.13869863,162,48.43453861,53.97848279,41.49971445
1m8,ファイナンシャルプランナー（資産運営・保険・お金の相談など）,名古屋市内,1011,C0011,折込+ポスティング+web,3,"折込,ポスティング,web",web,0.250095224,0.233732877,273,68.27599603,76.09104539,58.50028555
1m8,ファイナンシャルプランナー（資産運営・保険・お金の相談など）,名古屋市内,1100,C0012,フリーペーパー+web,2,"フリーペーパー,web",フリーペーパー,0.535336935,0.082191781,96,51.3923458,41.99399647,41.99399647
1m8,ファイナンシャルプランナー（資産運営・保険・お金の相談など）,名古屋市内,1100,C0012,フリーペーパー+web,2,"フリーペーパー,web",web,0.260028848,0.233732877,273,70.98787546,58.00600353,58.00600353
1m8,ファイナンシャルプランナー（資産運営・保険・お金の相談など）,名古屋市内,1101,C0013,折込+フリーペーパー+web,3,"折込,フリーペーパー,web",折込,-0.103837124,0.20119863,235,-24.40172422,-26.10375044,0
1m8,ファイナンシャルプランナー（資産運営・保険・お金の相談など）,名古屋市内,1101,C0013,折込+フリーペーパー+web,3,"折込,フリーペーパー,web",フリーペーパー,0.539589904,0.082191781,96,51.80063074,55.41373738,43.94297329
1m8,ファイナンシャルプランナー（資産運営・保険・お金の相談など）,名古屋市内,1101,C0013,折込+フリーペーパー+web,3,"折込,フリーペーパー,web",web,0.242054422,0.233732877,273,66.08085715,70.69001306,56.05702671
1m8,ファイナンシャルプランナー（資産運営・保険・お金の相談など）,名古屋市内,1110,C0014,ポスティング+フリーペーパー+web,3,"ポスティング,フリーペーパー,web",ポスティング,0.227887661,0.13869863,162,36.91780114,22.78727091,22.78727091
1m8,ファイナンシャルプランナー（資産運営・保険・お金の相談など）,名古屋市内,1110,C0014,ポスティング+フリーペーパー+web,3,"ポスティング,フリーペーパー,web",フリーペーパー,0.491660565,0.082191781,96,47.19941426,29.13352925,29.13352925
1m8,ファイナンシャルプランナー（資産運営・保険・お金の相談など）,名古屋市内,1110,C0014,ポスティング+フリーペーパー+web,3,"ポスティング,フリーペーパー,web",web,0.285323863,0.233732877,273,77.89341452,48.07919984,48.07919984
1m8,ファイナンシャルプランナー（資産運営・保険・お金の相談など）,名古屋市内,1111,C0015,折込+ポスティング+フリーペーパー+web,4,"折込,ポスティング,フリーペーパー,web",折込,-0.12598789,0.20119863,235,-29.60715416,-22.71618983,0
1m8,ファイナンシャルプランナー（資産運営・保険・お金の相談など）,名古屋市内,1111,C0015,折込+ポスティング+フリーペーパー+web,4,"折込,ポスティング,フリーペーパー,web",ポスティング,0.242518844,0.13869863,162,39.2880528,30.14389227,24.56390824
1m8,ファイナンシャルプランナー（資産運営・保険・お金の相談など）,名古屋市内,1111,C0015,折込+ポスティング+フリーペーパー+web,4,"折込,ポスティング,フリーペーパー,web",フリーペーパー,0.498831105,0.082191781,96,47.8877861,36.74206692,29.94068425
1m8,ファイナンシャルプランナー（資産運営・保険・お金の相談など）,名古屋市内,1111,C0015,折込+ポスティング+フリーペーパー+web,4,"折込,ポスティング,フリーペーパー,web",web,0.266543411,0.233732877,273,72.76635113,55.83023064,45.49540751
2m1,宅配ピザ・宅配寿司,名古屋市外,1,C0001,折込,1,折込,折込,0.130395807,0.421165152,1576,205.5037924,100,100
2m1,宅配ピザ・宅配寿司,名古屋市外,10,C0002,ポスティング,1,ポスティング,ポスティング,0.09196845,0.472207376,1767,162.5082511,100,100
2m1,宅配ピザ・宅配寿司,名古屋市外,11,C0003,折込+ポスティング,2,"折込,ポスティング",折込,0.144227578,0.421165152,1576,227.3026625,54.46719674,54.46719674
2m1,宅配ピザ・宅配寿司,名古屋市外,11,C0003,折込+ポスティング,2,"折込,ポスティング",ポスティング,0.107536857,0.472207376,1767,190.0176259,45.53280326,45.53280326
2m1,宅配ピザ・宅配寿司,名古屋市外,100,C0004,フリーペーパー,1,フリーペーパー,フリーペーパー,0.325382336,0.121859968,456,148.374345,100,100
2m1,宅配ピザ・宅配寿司,名古屋市外,101,C0005,折込+フリーペーパー,2,"折込,フリーペーパー",折込,0.120227408,0.421165152,1576,189.4783956,57.38012306,57.38012306
2m1,宅配ピザ・宅配寿司,名古屋市外,101,C0005,折込+フリーペーパー,2,"折込,フリーペーパー",フリーペーパー,0.308635283,0.121859968,456,140.7376889,42.61987694,42.61987694
2m1,宅配ピザ・宅配寿司,名古屋市外,110,C0006,ポスティング+フリーペーパー,2,"ポスティング,フリーペーパー",ポスティング,0.069559215,0.472207376,1767,122.9111321,47.46535852,47.46535852
2m1,宅配ピザ・宅配寿司,名古屋市外,110,C0006,ポスティング+フリーペーパー,2,"ポスティング,フリーペーパー",フリーペーパー,0.298328939,0.121859968,456,136.0379961,52.53464148,52.53464148
2m1,宅配ピザ・宅配寿司,名古屋市外,111,C0007,折込+ポスティング+フリーペーパー,3,"折込,ポスティング,フリーペーパー",折込,0.132261815,0.421165152,1576,208.4446203,43.20940991,43.20940991
2m1,宅配ピザ・宅配寿司,名古屋市外,111,C0007,折込+ポスティング+フリーペーパー,3,"折込,ポスティング,フリーペーパー",ポスティング,0.085449219,0.472207376,1767,150.9887702,31.29913189,31.29913189
2m1,宅配ピザ・宅配寿司,名古屋市外,111,C0007,折込+ポスティング+フリーペーパー,3,"折込,ポスティング,フリーペーパー",フリーペーパー,0.269675934,0.121859968,456,122.9722261,25.4914582,25.4914582
2m1,宅配ピザ・宅配寿司,名古屋市外,1000,C0008,web,1,web,web,0.215480388,0.17049706,638,137.4764877,100,100
2m1,宅配ピザ・宅配寿司,名古屋市外,1001,C0009,折込+web,2,"折込,web",折込,0.145526188,0.421165152,1576,229.349272,59.9451252,59.9451252
2m1,宅配ピザ・宅配寿司,名古屋市外,1001,C0009,折込+web,2,"折込,web",web,0.240202871,0.17049706,638,153.2494318,40.0548748,40.0548748
2m1,宅配ピザ・宅配寿司,名古屋市外,1010,C0010,ポスティング+web,2,"ポスティング,web",ポスティング,0.096069969,0.472207376,1767,169.7556357,54.54793629,54.54793629
2m1,宅配ピザ・宅配寿司,名古屋市外,1010,C0010,ポスティング+web,2,"ポスティング,web",web,0.221706693,0.17049706,638,141.4488704,45.45206371,45.45206371
2m1,宅配ピザ・宅配寿司,名古屋市外,1011,C0011,折込+ポスティング+web,3,"折込,ポスティング,web",折込,0.159641915,0.421165152,1576,251.5956575,41.33876999,41.33876999
2m1,宅配ピザ・宅配寿司,名古屋市外,1011,C0011,折込+ポスティング+web,3,"折込,ポスティング,web",ポスティング,0.112589184,0.472207376,1767,198.9450884,32.68794595,32.68794595
2m1,宅配ピザ・宅配寿司,名古屋市外,1011,C0011,折込+ポスティング+web,3,"折込,ポスティング,web",web,0.247771744,0.17049706,638,158.0783725,25.97328406,25.97328406
2m1,宅配ピザ・宅配寿司,名古屋市外,1100,C0012,フリーペーパー+web,2,"フリーペーパー,web",フリーペーパー,0.291688885,0.121859968,456,133.0101316,52.52947132,52.52947132
2m1,宅配ピザ・宅配寿司,名古屋市外,1100,C0012,フリーペーパー+web,2,"フリーペーパー,web",web,0.188401815,0.17049706,638,120.2003582,47.47052868,47.47052868
2m1,宅配ピザ・宅配寿司,名古屋市外,1101,C0013,折込+フリーペーパー+web,3,"折込,フリーペーパー,web",折込,0.1342364,0.421165152,1576,211.556566,45.07996679,45.07996679
2m1,宅配ピザ・宅配寿司,名古屋市外,1101,C0013,折込+フリーペーパー+web,3,"折込,フリーペーパー,web",フリーペーパー,0.269691105,0.121859968,456,122.9791437,26.20526423,26.20526423
2m1,宅配ピザ・宅配寿司,名古屋市外,1101,C0013,折込+フリーペーパー+web,3,"折込,フリーペーパー,web",web,0.211216367,0.17049706,638,134.7560424,28.71476898,28.71476898
2m1,宅配ピザ・宅配寿司,名古屋市外,1110,C0014,ポスティング+フリーペーパー+web,3,"ポスティング,フリーペーパー,web",ポスティング,0.075263113,0.472207376,1767,132.989921,35.30149478,35.30149478
2m1,宅配ピザ・宅配寿司,名古屋市外,1110,C0014,ポスティング+フリーペーパー+web,3,"ポスティング,フリーペーパー,web",フリーペーパー,0.262451663,0.121859968,456,119.6779583,31.76790233,31.76790233
2m1,宅配ピザ・宅配寿司,名古屋市外,1110,C0014,ポスティング+フリーペーパー+web,3,"ポスティング,フリーペーパー,web",web,0.194448517,0.17049706,638,124.058154,32.93060289,32.93060289
2m1,宅配ピザ・宅配寿司,名古屋市外,1111,C0015,折込+ポスティング+フリーペーパー+web,4,"折込,ポスティング,フリーペーパー,web",折込,0.146388197,0.421165152,1576,230.7077982,36.11582871,36.11582871
2m1,宅配ピザ・宅配寿司,名古屋市外,1111,C0015,折込+ポスティング+フリーペーパー+web,4,"折込,ポスティング,フリーペーパー,web",ポスティング,0.091758359,0.472207376,1767,162.1370209,25.38151255,25.38151255
2m1,宅配ピザ・宅配寿司,名古屋市外,1111,C0015,折込+ポスティング+フリーペーパー+web,4,"折込,ポスティング,フリーペーパー,web",フリーペーパー,0.229988536,0.121859968,456,104.8747723,16.41747416,16.41747416
2m1,宅配ピザ・宅配寿司,名古屋市外,1111,C0015,折込+ポスティング+フリーペーパー+web,4,"折込,ポスティング,フリーペーパー,web",web,0.221128665,0.17049706,638,141.0800884,22.08518458,22.08518458
2m2,リサイクルショップ・中古品買取店（例：服・家具・家電などの持ち込み買取・査定）,名古屋市外,1,C0001,折込,1,折込,折込,-0.011487077,0.385796545,1206,-13.85341446,100,0
2m2,リサイクルショップ・中古品買取店（例：服・家具・家電などの持ち込み買取・査定）,名古屋市外,10,C0002,ポスティング,1,ポスティング,ポスティング,0.111442952,0.347408829,1086,121.0270464,100,100
2m2,リサイクルショップ・中古品買取店（例：服・家具・家電などの持ち込み買取・査定）,名古屋市外,11,C0003,折込+ポスティング,2,"折込,ポスティング",折込,0.002223031,0.385796545,1206,2.680975115,2.156159997,2.156159997
2m2,リサイクルショップ・中古品買取店（例：服・家具・家電などの持ち込み買取・査定）,名古屋市外,11,C0003,折込+ポスティング,2,"折込,ポスティング",ポスティング,0.112025131,0.347408829,1086,121.6592927,97.84384,97.84384
2m2,リサイクルショップ・中古品買取店（例：服・家具・家電などの持ち込み買取・査定）,名古屋市外,100,C0004,フリーペーパー,1,フリーペーパー,フリーペーパー,0.429560275,0.105246321,329,141.3253304,100,100
2m2,リサイクルショップ・中古品買取店（例：服・家具・家電などの持ち込み買取・査定）,名古屋市外,101,C0005,折込+フリーペーパー,2,"折込,フリーペーパー",折込,-0.015796705,0.385796545,1206,-19.05082564,-15.58110058,0
2m2,リサイクルショップ・中古品買取店（例：服・家具・家電などの持ち込み買取・査定）,名古屋市外,101,C0005,折込+フリーペーパー,2,"折込,フリーペーパー",フリーペーパー,0.429542953,0.105246321,329,141.3196317,115.5811006,100
2m2,リサイクルショップ・中古品買取店（例：服・家具・家電などの持ち込み買取・査定）,名古屋市外,110,C0006,ポスティング+フリーペーパー,2,"ポスティング,フリーペーパー",ポスティング,0.071762197,0.347408829,1086,77.93374595,37.13575904,37.13575904
2m2,リサイクルショップ・中古品買取店（例：服・家具・家電などの持ち込み買取・査定）,名古屋市外,110,C0006,ポスティング+フリーペーパー,2,"ポスティング,フリーペーパー",フリーペーパー,0.400996909,0.105246321,329,131.9279829,62.86424096,62.86424096
2m2,リサイクルショップ・中古品買取店（例：服・家具・家電などの持ち込み買取・査定）,名古屋市外,111,C0007,折込+ポスティング+フリーペーパー,3,"折込,ポスティング,フリーペーパー",折込,-0.007130459,0.385796545,1206,-8.599333705,-4.309274668,0
2m2,リサイクルショップ・中古品買取店（例：服・家具・家電などの持ち込み買取・査定）,名古屋市外,111,C0007,折込+ポスティング+フリーペーパー,3,"折込,ポスティング,フリーペーパー",ポスティング,0.070290668,0.347408829,1086,76.33566598,38.25312087,36.67278964
2m2,リサイクルショップ・中古品買取店（例：服・家具・家電などの持ち込み買取・査定）,名古屋市外,111,C0007,折込+ポスティング+フリーペーパー,3,"折込,ポスティング,フリーペーパー",フリーペーパー,0.400661867,0.105246321,329,131.8177544,66.0561538,63.32721036
2m2,リサイクルショップ・中古品買取店（例：服・家具・家電などの持ち込み買取・査定）,名古屋市外,1000,C0008,web,1,web,web,0.404438502,0.094689699,296,119.7137966,100,100
2m2,リサイクルショップ・中古品買取店（例：服・家具・家電などの持ち込み買取・査定）,名古屋市外,1001,C0009,折込+web,2,"折込,web",折込,0.013670963,0.385796545,1206,16.4871811,11.99775538,11.99775538
2m2,リサイクルショップ・中古品買取店（例：服・家具・家電などの持ち込み買取・査定）,名古屋市外,1001,C0009,折込+web,2,"折込,web",web,0.408553038,0.094689699,296,120.9316992,88.00224462,88.00224462
2m2,リサイクルショップ・中古品買取店（例：服・家具・家電などの持ち込み買取・査定）,名古屋市外,1010,C0010,ポスティング+web,2,"ポスティング,web",ポスティング,0.124701711,0.347408829,1086,135.4260581,52.08588075,52.08588075
2m2,リサイクルショップ・中古品買取店（例：服・家具・家電などの持ち込み買取・査定）,名古屋市外,1010,C0010,ポスティング+web,2,"ポスティング,web",web,0.420875867,0.094689699,296,124.5792565,47.91411925,47.91411925
2m2,リサイクルショップ・中古品買取店（例：服・家具・家電などの持ち込み買取・査定）,名古屋市外,1011,C0011,折込+ポスティング+web,3,"折込,ポスティング,web",折込,0.029533094,0.385796545,1206,35.61691137,11.8231512,11.8231512
2m2,リサイクルショップ・中古品買取店（例：服・家具・家電などの持ち込み買取・査定）,名古屋市外,1011,C0011,折込+ポスティング+web,3,"折込,ポスティング,web",ポスティング,0.127851052,0.347408829,1086,138.8462422,46.09046804,46.09046804
2m2,リサイクルショップ・中古品買取店（例：服・家具・家電などの持ち込み買取・査定）,名古屋市外,1011,C0011,折込+ポスティング+web,3,"折込,ポスティング,web",web,0.428324465,0.094689699,296,126.7840415,42.08638075,42.08638075
2m2,リサイクルショップ・中古品買取店（例：服・家具・家電などの持ち込み買取・査定）,名古屋市外,1100,C0012,フリーペーパー+web,2,"フリーペーパー,web",フリーペーパー,0.408695037,0.105246321,329,134.4606672,54.70016355,54.70016355
2m2,リサイクルショップ・中古品買取店（例：服・家具・家電などの持ち込み買取・査定）,名古屋市外,1100,C0012,フリーペーパー+web,2,"フリーペーパー,web",web,0.376193736,0.094689699,296,111.3533459,45.29983645,45.29983645
2m2,リサイクルショップ・中古品買取店（例：服・家具・家電などの持ち込み買取・査定）,名古屋市外,1101,C0013,折込+フリーペーパー+web,3,"折込,フリーペーパー,web",折込,0.004798975,0.385796545,1206,5.78756396,2.298978126,2.298978126
2m2,リサイクルショップ・中古品買取店（例：服・家具・家電などの持ち込み買取・査定）,名古屋市外,1101,C0013,折込+フリーペーパー+web,3,"折込,フリーペーパー,web",フリーペーパー,0.408385963,0.105246321,329,134.3589818,53.37104909,53.37104909
2m2,リサイクルショップ・中古品買取店（例：服・家具・家電などの持ち込み買取・査定）,名古屋市外,1101,C0013,折込+フリーペーパー+web,3,"折込,フリーペーパー,web",web,0.377022022,0.094689699,296,111.5985185,44.32997279,44.32997279
2m2,リサイクルショップ・中古品買取店（例：服・家具・家電などの持ち込み買取・査定）,名古屋市外,1110,C0014,ポスティング+フリーペーパー+web,3,"ポスティング,フリーペーパー,web",ポスティング,0.084933403,0.347408829,1086,92.2376762,27.91744978,27.91744978
2m2,リサイクルショップ・中古品買取店（例：服・家具・家電などの持ち込み買取・査定）,名古屋市外,1110,C0014,ポスティング+フリーペーパー+web,3,"ポスティング,フリーペーパー,web",フリーペーパー,0.373821095,0.105246321,329,122.9871403,37.22434751,37.22434751
2m2,リサイクルショップ・中古品買取店（例：服・家具・家電などの持ち込み買取・査定）,名古屋市外,1110,C0014,ポスティング+フリーペーパー+web,3,"ポスティング,フリーペーパー,web",web,0.389086255,0.094689699,296,115.1695316,34.85820271,34.85820271
2m2,リサイクルショップ・中古品買取店（例：服・家具・家電などの持ち込み買取・査定）,名古屋市外,1111,C0015,折込+ポスティング+フリーペーパー+web,4,"折込,ポスティング,フリーペーパー,web",折込,0.015898261,0.385796545,1206,19.17330225,5.43316997,5.43316997
2m2,リサイクルショップ・中古品買取店（例：服・家具・家電などの持ち込み買取・査定）,名古屋市外,1111,C0015,折込+ポスティング+フリーペーパー+web,4,"折込,ポスティング,フリーペーパー,web",ポスティング,0.086706335,0.347408829,1086,94.16308013,26.68314579,26.68314579
2m2,リサイクルショップ・中古品買取店（例：服・家具・家電などの持ち込み買取・査定）,名古屋市外,1111,C0015,折込+ポスティング+フリーペーパー+web,4,"折込,ポスティング,フリーペーパー,web",フリーペーパー,0.372911184,0.105246321,329,122.6877796,34.76623647,34.76623647
2m2,リサイクルショップ・中古品買取店（例：服・家具・家電などの持ち込み買取・査定）,名古屋市外,1111,C0015,折込+ポスティング+フリーペーパー+web,4,"折込,ポスティング,フリーペーパー,web",web,0.394828756,0.094689699,296,116.8693119,33.11744777,33.11744777
2m3,金、プラチナなどの貴金属・宝飾品・ブランド時計買取店（査定のみも含む）,名古屋市外,1,C0001,折込,1,折込,折込,0.219361431,0.422317314,1283,281.440716,100,100
2m3,金、プラチナなどの貴金属・宝飾品・ブランド時計買取店（査定のみも含む）,名古屋市外,10,C0002,ポスティング,1,ポスティング,ポスティング,0.136742679,0.244897959,744,101.7365529,100,100
2m3,金、プラチナなどの貴金属・宝飾品・ブランド時計買取店（査定のみも含む）,名古屋市外,11,C0003,折込+ポスティング,2,"折込,ポスティング",折込,0.227065934,0.422317314,1283,291.3255928,71.82976755,71.82976755
2m3,金、プラチナなどの貴金属・宝飾品・ブランド時計買取店（査定のみも含む）,名古屋市外,11,C0003,折込+ポスティング,2,"折込,ポスティング",ポスティング,0.153564798,0.244897959,744,114.2522097,28.17023245,28.17023245
2m3,金、プラチナなどの貴金属・宝飾品・ブランド時計買取店（査定のみも含む）,名古屋市外,100,C0004,フリーペーパー,1,フリーペーパー,フリーペーパー,0.617052254,0.103357472,314,193.7544079,100,100
2m3,金、プラチナなどの貴金属・宝飾品・ブランド時計買取店（査定のみも含む）,名古屋市外,101,C0005,折込+フリーペーパー,2,"折込,フリーペーパー",折込,0.215284144,0.422317314,1283,276.2095573,59.06557906,59.06557906
2m3,金、プラチナなどの貴金属・宝飾品・ブランド時計買取店（査定のみも含む）,名古屋市外,101,C0005,折込+フリーペーパー,2,"折込,フリーペーパー",フリーペーパー,0.60962566,0.103357472,314,191.4224573,40.93442094,40.93442094
2m3,金、プラチナなどの貴金属・宝飾品・ブランド時計買取店（査定のみも含む）,名古屋市外,110,C0006,ポスティング+フリーペーパー,2,"ポスティング,フリーペーパー",ポスティング,0.024133623,0.244897959,744,17.95541572,8.635780636,8.635780636
2m3,金、プラチナなどの貴金属・宝飾品・ブランド時計買取店（査定のみも含む）,名古屋市外,110,C0006,ポスティング+フリーペーパー,2,"ポスティング,フリーペーパー",フリーペーパー,0.604979087,0.103357472,314,189.9634335,91.36421936,91.36421936
2m3,金、プラチナなどの貴金属・宝飾品・ブランド時計買取店（査定のみも含む）,名古屋市外,111,C0007,折込+ポスティング+フリーペーパー,3,"折込,ポスティング,フリーペーパー",折込,0.214940866,0.422317314,1283,275.7691307,56.77815938,56.77815938
2m3,金、プラチナなどの貴金属・宝飾品・ブランド時計買取店（査定のみも含む）,名古屋市外,111,C0007,折込+ポスティング+フリーペーパー,3,"折込,ポスティング,フリーペーパー",ポスティング,0.035263786,0.244897959,744,26.23625711,5.401788025,5.401788025
2m3,金、プラチナなどの貴金属・宝飾品・ブランド時計買取店（査定のみも含む）,名古屋市外,111,C0007,折込+ポスティング+フリーペーパー,3,"折込,ポスティング,フリーペーパー",フリーペーパー,0.585001286,0.103357472,314,183.6904039,37.8200526,37.8200526
2m3,金、プラチナなどの貴金属・宝飾品・ブランド時計買取店（査定のみも含む）,名古屋市外,1000,C0008,web,1,web,web,0.738289564,0.092165899,280,206.7210779,100,100
2m3,金、プラチナなどの貴金属・宝飾品・ブランド時計買取店（査定のみも含む）,名古屋市外,1001,C0009,折込+web,2,"折込,web",折込,0.277805429,0.422317314,1283,356.4243652,59.96852278,59.96852278
2m3,金、プラチナなどの貴金属・宝飾品・ブランド時計買取店（査定のみも含む）,名古屋市外,1001,C0009,折込+web,2,"折込,web",web,0.849743046,0.092165899,280,237.9280529,40.03147722,40.03147722
2m3,金、プラチナなどの貴金属・宝飾品・ブランド時計買取店（査定のみも含む）,名古屋市外,1010,C0010,ポスティング+web,2,"ポスティング,web",ポスティング,0.151564363,0.244897959,744,112.7638863,34.97608665,34.97608665
2m3,金、プラチナなどの貴金属・宝飾品・ブランド時計買取店（査定のみも含む）,名古屋市外,1010,C0010,ポスティング+web,2,"ポスティング,web",web,0.748710443,0.092165899,280,209.6389239,65.02391335,65.02391335
2m3,金、プラチナなどの貴金属・宝飾品・ブランド時計買取店（査定のみも含む）,名古屋市外,1011,C0011,折込+ポスティング+web,3,"折込,ポスティング,web",折込,0.281079123,0.422317314,1283,360.6245153,49.83473295,49.83473295
2m3,金、プラチナなどの貴金属・宝飾品・ブランド時計買取店（査定のみも含む）,名古屋市外,1011,C0011,折込+ポスティング+web,3,"折込,ポスティング,web",ポスティング,0.165538307,0.244897959,744,123.1605004,17.0195602,17.0195602
2m3,金、プラチナなどの貴金属・宝飾品・ブランド時計買取店（査定のみも含む）,名古屋市外,1011,C0011,折込+ポスティング+web,3,"折込,ポスティング,web",web,0.856628196,0.092165899,280,239.8558949,33.14570685,33.14570685
2m3,金、プラチナなどの貴金属・宝飾品・ブランド時計買取店（査定のみも含む）,名古屋市外,1100,C0012,フリーペーパー+web,2,"フリーペーパー,web",フリーペーパー,0.595572329,0.103357472,314,187.0097113,48.33725282,48.33725282
2m3,金、プラチナなどの貴金属・宝飾品・ブランド時計買取店（査定のみも含む）,名古屋市外,1100,C0012,フリーペーパー+web,2,"フリーペーパー,web",web,0.713841283,0.092165899,280,199.8755592,51.66274718,51.66274718
2m3,金、プラチナなどの貴金属・宝飾品・ブランド時計買取店（査定のみも含む）,名古屋市外,1101,C0013,折込+フリーペーパー+web,3,"折込,フリーペーパー,web",折込,0.263712993,0.422317314,1283,338.3437702,45.33346768,45.33346768
2m3,金、プラチナなどの貴金属・宝飾品・ブランド時計買取店（査定のみも含む）,名古屋市外,1101,C0013,折込+フリーペーパー+web,3,"折込,フリーペーパー,web",フリーペーパー,0.576967835,0.103357472,314,181.1679003,24.27403688,24.27403688
2m3,金、プラチナなどの貴金属・宝飾品・ブランド時計買取店（査定のみも含む）,名古屋市外,1101,C0013,折込+フリーペーパー+web,3,"折込,フリーペーパー,web",web,0.810116677,0.092165899,280,226.8326695,30.39249544,30.39249544
2m3,金、プラチナなどの貴金属・宝飾品・ブランド時計買取店（査定のみも含む）,名古屋市外,1110,C0014,ポスティング+フリーペーパー+web,3,"ポスティング,フリーペーパー,web",ポスティング,0.041752902,0.244897959,744,31.06415933,7.551049074,7.551049074
2m3,金、プラチナなどの貴金属・宝飾品・ブランド時計買取店（査定のみも含む）,名古屋市外,1110,C0014,ポスティング+フリーペーパー+web,3,"ポスティング,フリーペーパー,web",フリーペーパー,0.569253925,0.103357472,314,178.7457324,43.44935857,43.44935857
2m3,金、プラチナなどの貴金属・宝飾品・ブランド時計買取店（査定のみも含む）,名古屋市外,1110,C0014,ポスティング+フリーペーパー+web,3,"ポスティング,フリーペーパー,web",web,0.719924159,0.092165899,280,201.5787646,48.99959236,48.99959236
2m3,金、プラチナなどの貴金属・宝飾品・ブランド時計買取店（査定のみも含む）,名古屋市外,1111,C0015,折込+ポスティング+フリーペーパー+web,4,"折込,ポスティング,フリーペーパー,web",折込,0.264764711,0.422317314,1283,339.6931238,43.90513847,43.90513847
2m3,金、プラチナなどの貴金属・宝飾品・ブランド時計買取店（査定のみも含む）,名古屋市外,1111,C0015,折込+ポスティング+フリーペーパー+web,4,"折込,ポスティング,フリーペーパー,web",ポスティング,0.046858074,0.244897959,744,34.8624068,4.505945781,4.505945781
2m3,金、プラチナなどの貴金属・宝飾品・ブランド時計買取店（査定のみも含む）,名古屋市外,1111,C0015,折込+ポスティング+フリーペーパー+web,4,"折込,ポスティング,フリーペーパー,web",フリーペーパー,0.54675401,0.103357472,314,171.680759,22.18963814,22.18963814
2m3,金、プラチナなどの貴金属・宝飾品・ブランド時計買取店（査定のみも含む）,名古屋市外,1111,C0015,折込+ポスティング+フリーペーパー+web,4,"折込,ポスティング,フリーペーパー,web",web,0.812362809,0.092165899,280,227.4615864,29.3992776,29.3992776
2m4,ジム、フィットネスクラブ,名古屋市外,1,C0001,折込,1,折込,折込,0.093833721,0.331064988,973,91.30021064,100,100
2m4,ジム、フィットネスクラブ,名古屋市外,10,C0002,ポスティング,1,ポスティング,ポスティング,-0.013883922,0.200748554,590,-8.191514201,100,0
2m4,ジム、フィットネスクラブ,名古屋市外,11,C0003,折込+ポスティング,2,"折込,ポスティング",折込,0.093250426,0.331064988,973,90.73266439,108.8011437,100
2m4,ジム、フィットネスクラブ,名古屋市外,11,C0003,折込+ポスティング,2,"折込,ポスティング",ポスティング,-0.012439912,0.200748554,590,-7.339548041,-8.801143743,0
2m4,ジム、フィットネスクラブ,名古屋市外,100,C0004,フリーペーパー,1,フリーペーパー,フリーペーパー,0.245674746,0.103776795,305,74.93079764,100,100
